id,alive,request,resolve,url,subdomain,level,cname,ip,public,cdn,port,status,reason,title,banner,cidr,asn,org,addr,isp,source
4,1,1,1,http://e59ff1435c046956.car40.eng.ehall.ttmc.edu.cn,e59ff1435c046956.car40.eng.ehall.ttmc.edu.cn,4,e59ff1435c046956.car40.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,80,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,MySSLQuery
15,1,1,1,https://e59ff1435c046956.car40.eng.ehall.ttmc.edu.cn,e59ff1435c046956.car40.eng.ehall.ttmc.edu.cn,4,e59ff1435c046956.car40.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,443,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,MySSLQuery
140,1,1,1,http://e59ff1435c046956.car43.eng.ehall.ttmc.edu.cn,e59ff1435c046956.car43.eng.ehall.ttmc.edu.cn,4,e59ff1435c046956.car43.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,80,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,Altdns
157,1,1,1,https://e59ff1435c046956.car43.eng.ehall.ttmc.edu.cn,e59ff1435c046956.car43.eng.ehall.ttmc.edu.cn,4,e59ff1435c046956.car43.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,443,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,Altdns
113,1,1,1,http://e59ff1435c046957.car40.eng.ehall.ttmc.edu.cn,e59ff1435c046957.car40.eng.ehall.ttmc.edu.cn,4,e59ff1435c046957.car40.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,80,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,Altdns
139,1,1,1,https://e59ff1435c046957.car40.eng.ehall.ttmc.edu.cn,e59ff1435c046957.car40.eng.ehall.ttmc.edu.cn,4,e59ff1435c046957.car40.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,443,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,Altdns
120,1,1,1,http://e59ff1435c046958.car40.eng.ehall.ttmc.edu.cn,e59ff1435c046958.car40.eng.ehall.ttmc.edu.cn,4,e59ff1435c046958.car40.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,80,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,Altdns
141,1,1,1,https://e59ff1435c046958.car40.eng.ehall.ttmc.edu.cn,e59ff1435c046958.car40.eng.ehall.ttmc.edu.cn,4,e59ff1435c046958.car40.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,443,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,Altdns
82,1,1,1,http://e59ff1435c046959.car40.eng.ehall.ttmc.edu.cn,e59ff1435c046959.car40.eng.ehall.ttmc.edu.cn,4,e59ff1435c046959.car40.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,80,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,Altdns
90,1,1,1,https://e59ff1435c046959.car40.eng.ehall.ttmc.edu.cn,e59ff1435c046959.car40.eng.ehall.ttmc.edu.cn,4,e59ff1435c046959.car40.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,443,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,Altdns
100,1,1,1,http://e59ff1435c047956.car40.eng.ehall.ttmc.edu.cn,e59ff1435c047956.car40.eng.ehall.ttmc.edu.cn,4,e59ff1435c047956.car40.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,80,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,Altdns
137,1,1,1,https://e59ff1435c047956.car40.eng.ehall.ttmc.edu.cn,e59ff1435c047956.car40.eng.ehall.ttmc.edu.cn,4,e59ff1435c047956.car40.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,443,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,Altdns
95,1,1,1,http://e59ff1435c048956.car40.eng.ehall.ttmc.edu.cn,e59ff1435c048956.car40.eng.ehall.ttmc.edu.cn,4,e59ff1435c048956.car40.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,80,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,Altdns
108,1,1,1,https://e59ff1435c048956.car40.eng.ehall.ttmc.edu.cn,e59ff1435c048956.car40.eng.ehall.ttmc.edu.cn,4,e59ff1435c048956.car40.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,443,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,Altdns
83,1,1,1,http://e59ff1435c049956.car40.eng.ehall.ttmc.edu.cn,e59ff1435c049956.car40.eng.ehall.ttmc.edu.cn,4,e59ff1435c049956.car40.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,80,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,Altdns
104,1,1,1,https://e59ff1435c049956.car40.eng.ehall.ttmc.edu.cn,e59ff1435c049956.car40.eng.ehall.ttmc.edu.cn,4,e59ff1435c049956.car40.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,443,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,Altdns
101,1,1,1,http://e59ff1445c046956.car40.eng.ehall.ttmc.edu.cn,e59ff1445c046956.car40.eng.ehall.ttmc.edu.cn,4,e59ff1445c046956.car40.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,80,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,Altdns
121,1,1,1,https://e59ff1445c046956.car40.eng.ehall.ttmc.edu.cn,e59ff1445c046956.car40.eng.ehall.ttmc.edu.cn,4,e59ff1445c046956.car40.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,443,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,Altdns
103,1,1,1,http://e59ff1455c046956.car40.eng.ehall.ttmc.edu.cn,e59ff1455c046956.car40.eng.ehall.ttmc.edu.cn,4,e59ff1455c046956.car40.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,80,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,Altdns
123,1,1,1,https://e59ff1455c046956.car40.eng.ehall.ttmc.edu.cn,e59ff1455c046956.car40.eng.ehall.ttmc.edu.cn,4,e59ff1455c046956.car40.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,443,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,Altdns
150,1,1,1,http://e59ff1465c046956.car40.eng.ehall.ttmc.edu.cn,e59ff1465c046956.car40.eng.ehall.ttmc.edu.cn,4,e59ff1465c046956.car40.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,80,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,Altdns
159,1,1,1,https://e59ff1465c046956.car40.eng.ehall.ttmc.edu.cn,e59ff1465c046956.car40.eng.ehall.ttmc.edu.cn,4,e59ff1465c046956.car40.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,443,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,Altdns
81,1,1,1,http://e60ff1435c046956.car40.eng.ehall.ttmc.edu.cn,e60ff1435c046956.car40.eng.ehall.ttmc.edu.cn,4,e60ff1435c046956.car40.eng.ehall.ttmc.edu.cn,124.31.216.21,1,1,80,406,Not Acceptable,406 Not Acceptable,openresty,124.31.0.0/16,AS4134,China Telecom,中国西藏拉萨市,电信,Altdns
