# Dirsearch started Wed Feb 19 03:12:58 2025 as: /usr/lib/python3/dist-packages/dirsearch/dirsearch.py -u https://www.lokjun.edu.hk/

301     0B   https://www.lokjun.edu.hk/%2e%2e;/test    -> REDIRECTS TO: https://www.lokjun.edu.hk/%e7%ae%a1%e7%90%86%e8%88%87%e7%b5%84%e7%b9%94/%e5%ad%b8%e6%a0%a1%e8%a8%88%e5%8a%83%e8%88%87%e5%a0%b1%e5%91%8atest/test-%e4%b8%89%e5%b9%b4%e5%ad%b8%e6%a0%a1%e7%99%bc%e5%b1%95%e8%a8%88%e5%8a%83/
301     0B   https://www.lokjun.edu.hk/%2e%2e//google.com    -> REDIRECTS TO: https://www.lokjun.edu.hk/%2E%2E/google.com
301     0B   https://www.lokjun.edu.hk/.com    -> REDIRECTS TO: https://www.lokjun.edu.hk/en/community-collaboration/
301     0B   https://www.lokjun.edu.hk/.git/info/    -> REDIRECTS TO: https://www.lokjun.edu.hk/en/parent-information/information/
301     0B   https://www.lokjun.edu.hk/.learn    -> REDIRECTS TO: https://www.lokjun.edu.hk/en/learning-and-teaching/
301     0B   https://www.lokjun.edu.hk/.m/    -> REDIRECTS TO: https://www.lokjun.edu.hk/en/management-and-organisation/
301     0B   https://www.lokjun.edu.hk/.PDF    -> REDIRECTS TO: https://www.lokjun.edu.hk/.PDF/
301     0B   https://www.lokjun.edu.hk/.pdf    -> REDIRECTS TO: https://www.lokjun.edu.hk/.pdf/
301     0B   https://www.lokjun.edu.hk/0    -> REDIRECTS TO: https://www.lokjun.edu.hk/0/
301     0B   https://www.lokjun.edu.hk/00    -> REDIRECTS TO: https://www.lokjun.edu.hk/school-notice/001_2324_%e5%ad%b8%e7%94%9f%e6%94%b6%e8%b2%bb%ef%bc%88%e5%85%a8%e6%a0%a1eclass%e9%80%9a%e5%91%8a%ef%bc%89/
301     0B   https://www.lokjun.edu.hk/02    -> REDIRECTS TO: https://www.lokjun.edu.hk/school-notice/020_2324_%e3%80%8c%e5%bf%83%e7%b9%ab%e5%ae%b6%e5%ba%ad%e3%80%8d%e5%ae%b6%e9%95%b7%e6%95%99%e8%82%b2%e8%a8%88%e5%8a%83%e9%80%9a%e5%91%8a%ef%bc%88%e5%85%a8%e6%a0%a1eclass%e9%80%9a%e5%91%8a%ef%bc%89/
301     0B   https://www.lokjun.edu.hk/04    -> REDIRECTS TO: https://www.lokjun.edu.hk/school-notice/040_2324_%e8%a6%aa%e5%ad%90%e9%96%b1%e8%ae%80%e7%8d%8e%e5%8b%b5%e8%a8%88%e5%8a%83%e9%80%9a%e5%91%8a%ef%bc%88%e5%85%a8%e6%a0%a1eclass%e9%80%9a%e5%91%8a%ef%bc%89/
